시군구명,단속구분,단속년월,단속동,단속건수,단속원금
장안구청,보행,2022-04,상광교동,6,240000
장안구청,보행,2022-04,상광교동,1,40000
장안구청,보행,2022-04,상광교동,1,40000
장안구청,보행,2022-04,송죽동,1,40000
장안구청,보행,2022-04,송죽동,1,50000
장안구청,보행,2022-04,송죽동,1,40000
장안구청,보행,2022-04,송죽동,1,40000
장안구청,보행,2022-04,송죽동,2,80000
장안구청,보행,2022-04,송죽동,1,40000
장안구청,보행,2022-04,연무동,1,40000
장안구청,보행,2022-04,연무동,1,40000
장안구청,보행,2022-04,연무동,8,240000
장안구청,보행,2022-04,연무동,1,40000
장안구청,보행,2022-04,연무동,1,40000
장안구청,보행,2022-04,연무동,1,40000
장안구청,보행,2022-04,영화동,1,40000
장안구청,보행,2022-04,영화동,1,40000
장안구청,보행,2022-04,영화동,1,40000
장안구청,보행,2022-04,영화동,4,160000
장안구청,보행,2022-04,영화동,1,40000
장안구청,보행,2022-04,영화동,1,40000
장안구청,보행,2022-04,영화동,2,90000
장안구청,보행,2022-04,영화동,1,120000
장안구청,보행,2022-04,영화동,1,40000
장안구청,보행,2022-04,영화동,1,40000
장안구청,보행,2022-04,영화동,2,80000
장안구청,보행,2022-04,영화동,2,40000
장안구청,보행,2022-04,율전동,1,40000
장안구청,보행,2022-04,이목동,1,40000
장안구청,보행,2022-04,정자동,1,40000
장안구청,보행,2022-04,정자동,2,40000
장안구청,보행,2022-04,정자동,1,40000
장안구청,보행,2022-04,정자동,1,40000
장안구청,보행,2022-04,정자동,3,130000
장안구청,보행,2022-04,정자동,3,120000
장안구청,보행,2022-04,정자동,1,40000
장안구청,보행,2022-04,정자동,1,50000
장안구청,보행,2022-04,정자동,1,40000
장안구청,보행,2022-04,조원동,1,120000
장안구청,보행,2022-04,조원동,1,40000
장안구청,보행,2022-04,조원동,1,40000
장안구청,보행,2022-04,조원동,1,120000
장안구청,보행,2022-04,조원동,1,40000
장안구청,보행,2022-04,조원동,1,40000
장안구청,보행,2022-04,조원동,1,40000
장안구청,보행,2022-04,천천동,1,50000
장안구청,보행,2022-04,파장동,1,40000
장안구청,보행,2022-04,파장동,1,40000
장안구청,고정형,2022-04,상광교동,32,1210000
장안구청,고정형,2022-04,송죽동,3,120000
장안구청,주행형,2022-04,송죽동,6,200000
장안구청,고정형,2022-04,송죽동,1,40000
장안구청,주행형,2022-04,송죽동,74,2910000
장안구청,주행형,2022-04,송죽동,4,160000
장안구청,주행형,2022-04,송죽동,5,200000
장안구청,주행형,2022-04,송죽동,2,80000
장안구청,주행형,2022-04,송죽동,30,1170000
장안구청,주행형,2022-04,송죽동,1,40000
장안구청,주행형,2022-04,송죽동,13,480000
장안구청,주행형,2022-04,송죽동,2,80000
장안구청,주행형,2022-04,송죽동,60,2240000
장안구청,주행형,2022-04,송죽동,2,80000
장안구청,고정형,2022-04,송죽동,1,40000
장안구청,국민신문고,2022-04,송죽동,1,40000
장안구청,국민신문고,2022-04,송죽동,1,40000
장안구청,국민신문고,2022-04,송죽동,2,80000
장안구청,국민신문고,2022-04,송죽동,1,40000
장안구청,국민신문고,2022-04,송죽동,1,40000
장안구청,국민신문고,2022-04,송죽동,2,80000
장안구청,국민신문고,2022-04,송죽동,1,40000
장안구청,국민신문고,2022-04,송죽동,1,40000
장안구청,국민신문고,2022-04,송죽동,3,200000
장안구청,국민신문고,2022-04,송죽동,2,80000
장안구청,국민신문고,2022-04,송죽동,2,90000
장안구청,국민신문고,2022-04,송죽동,4,160000
장안구청,국민신문고,2022-04,송죽동,1,40000
장안구청,국민신문고,2022-04,송죽동,1,40000
장안구청,국민신문고,2022-04,송죽동,2,120000
장안구청,국민신문고,2022-04,송죽동,1,50000
장안구청,국민신문고,2022-04,송죽동,1,40000
장안구청,국민신문고,2022-04,송죽동,2,80000
장안구청,국민신문고,2022-04,송죽동,1,80000
장안구청,국민신문고,2022-04,송죽동,2,80000
장안구청,국민신문고,2022-04,송죽동,1,40000
장안구청,국민신문고,2022-04,송죽동,1,40000
장안구청,국민신문고,2022-04,송죽동,1,40000
장안구청,국민신문고,2022-04,송죽동,1,80000
장안구청,국민신문고,2022-04,송죽동,8,320000
장안구청,국민신문고,2022-04,송죽동,3,160000
장안구청,국민신문고,2022-04,송죽동,1,40000
장안구청,국민신문고,2022-04,송죽동,7,300000
장안구청,국민신문고,2022-04,송죽동,4,240000
장안구청,국민신문고,2022-04,송죽동,18,920000
장안구청,국민신문고,2022-04,송죽동,13,440000
장안구청,국민신문고,2022-04,송죽동,18,1320000
장안구청,국민신문고,2022-04,송죽동,9,600000
장안구청,국민신문고,2022-04,송죽동,1,40000
장안구청,국민신문고,2022-04,송죽동,2,120000
장안구청,국민신문고,2022-04,송죽동,3,160000
장안구청,국민신문고,2022-04,송죽동,1,80000
장안구청,국민신문고,2022-04,송죽동,2,160000
장안구청,국민신문고,2022-04,송죽동,2,80000
장안구청,국민신문고,2022-04,송죽동,2,40000
장안구청,국민신문고,2022-04,송죽동,1,120000
장안구청,국민신문고,2022-04,송죽동,1,40000
장안구청,국민신문고,2022-04,송죽동,2,40000
장안구청,국민신문고,2022-04,송죽동,1,80000
장안구청,국민신문고,2022-04,송죽동,4,320000
장안구청,국민신문고,2022-04,송죽동,13,1130000
장안구청,국민신문고,2022-04,송죽동,2,90000
장안구청,국민신문고,2022-04,송죽동,8,440000
장안구청,국민신문고,2022-04,송죽동,2,80000
장안구청,국민신문고,2022-04,송죽동,1,40000
장안구청,고정형,2022-04,송죽동,63,3470000
장안구청,보행,2022-04,송죽동,1,120000
장안구청,고정형,2022-04,송죽동,91,3400000
장안구청,고정형,2022-04,송죽동,84,3300000
장안구청,고정형,2022-04,송죽동,7,240000
장안구청,주행형,2022-04,송죽동,24,1970000
장안구청,주행형,2022-04,송죽동,18,690000
장안구청,주행형,2022-04,송죽동,1,40000
장안구청,주행형,2022-04,송죽동,3,360000
장안구청,주행형,2022-04,송죽동,2,80000
장안구청,고정형,2022-04,송죽동,32,1240000
장안구청,주행형,2022-04,연무동,1,40000
장안구청,주행형,2022-04,연무동,105,3960000
장안구청,주행형,2022-04,연무동,16,650000
장안구청,주행형,2022-04,연무동,1,40000
장안구청,주행형,2022-04,연무동,5,360000
장안구청,주행형,2022-04,연무동,10,360000
장안구청,주행형,2022-04,연무동,1,40000
장안구청,주행형,2022-04,연무동,5,200000
장안구청,국민신문고,2022-04,연무동,1,80000
장안구청,국민신문고,2022-04,연무동,1,80000
장안구청,국민신문고,2022-04,연무동,1,40000
장안구청,국민신문고,2022-04,연무동,1,40000
장안구청,국민신문고,2022-04,연무동,2,40000
장안구청,국민신문고,2022-04,연무동,1,40000
장안구청,국민신문고,2022-04,연무동,1,80000
장안구청,국민신문고,2022-04,연무동,1,40000
장안구청,국민신문고,2022-04,연무동,1,40000
장안구청,국민신문고,2022-04,연무동,1,80000
장안구청,국민신문고,2022-04,연무동,1,40000
장안구청,국민신문고,2022-04,연무동,1,40000
장안구청,국민신문고,2022-04,연무동,2,80000
장안구청,국민신문고,2022-04,연무동,1,80000
장안구청,국민신문고,2022-04,연무동,9,650000
장안구청,국민신문고,2022-04,연무동,2,40000
장안구청,국민신문고,2022-04,연무동,1,80000
장안구청,국민신문고,2022-04,연무동,2,120000
장안구청,국민신문고,2022-04,연무동,1,40000
장안구청,국민신문고,2022-04,연무동,1,40000
장안구청,국민신문고,2022-04,연무동,2,40000
장안구청,국민신문고,2022-04,연무동,1,120000
장안구청,국민신문고,2022-04,연무동,2,80000
장안구청,주행형,2022-04,연무동,7,280000
장안구청,주행형,2022-04,연무동,2,90000
장안구청,고정형,2022-04,연무동,34,1640000
장안구청,주행형,2022-04,연무동,5,200000
장안구청,주행형,2022-04,연무동,2,80000
장안구청,주행형,2022-04,연무동,4,120000
장안구청,주행형,2022-04,연무동,7,280000
장안구청,주행형,2022-04,연무동,58,2260000
장안구청,고정형,2022-04,연무동,25,930000
장안구청,주행형,2022-04,연무동,108,3990000
장안구청,주행형,2022-04,연무동,1,40000
장안구청,주행형,2022-04,연무동,8,320000
장안구청,주행형,2022-04,연무동,1,40000
장안구청,주행형,2022-04,연무동,4,160000
장안구청,주행형,2022-04,연무동,1,40000
장안구청,주행형,2022-04,연무동,2,80000
장안구청,주행형,2022-04,연무동,29,1150000
장안구청,주행형,2022-04,연무동,1,40000
장안구청,주행형,2022-04,연무동,39,1520000
장안구청,보행,2022-04,영화동,1,40000
장안구청,고정형,2022-04,영화동,2,80000
장안구청,주행형,2022-04,영화동,13,480000
장안구청,주행형,2022-04,영화동,2,100000
장안구청,고정형,2022-04,영화동,2,80000
장안구청,고정형,2022-04,영화동,230,8780000
장안구청,보행,2022-04,영화동,1,50000
장안구청,주행형,2022-04,영화동,1,40000
장안구청,보행,2022-04,영화동,1,40000
장안구청,주행형,2022-04,영화동,3,120000
장안구청,주행형,2022-04,영화동,2,80000
장안구청,주행형,2022-04,영화동,50,2000000
장안구청,주행형,2022-04,영화동,44,1750000
장안구청,보행,2022-04,영화동,1,40000
장안구청,보행,2022-04,영화동,1,50000
장안구청,보행,2022-04,영화동,1,50000
장안구청,주행형,2022-04,영화동,26,1040000
장안구청,주행형,2022-04,영화동,28,1080000
장안구청,주행형,2022-04,영화동,3,120000
장안구청,국민신문고,2022-04,영화동,1,90000
장안구청,국민신문고,2022-04,영화동,1,40000
장안구청,국민신문고,2022-04,영화동,1,40000
장안구청,국민신문고,2022-04,영화동,2,40000
장안구청,국민신문고,2022-04,영화동,3,80000
장안구청,국민신문고,2022-04,영화동,6,250000
장안구청,국민신문고,2022-04,영화동,2,80000
장안구청,국민신문고,2022-04,영화동,1,40000
장안구청,국민신문고,2022-04,영화동,1,40000
장안구청,국민신문고,2022-04,영화동,1,80000
장안구청,국민신문고,2022-04,영화동,7,290000
장안구청,국민신문고,2022-04,영화동,1,80000
장안구청,국민신문고,2022-04,영화동,1,80000
장안구청,국민신문고,2022-04,영화동,1,40000
장안구청,국민신문고,2022-04,영화동,2,40000
장안구청,국민신문고,2022-04,영화동,2,90000
장안구청,국민신문고,2022-04,영화동,1,80000
장안구청,국민신문고,2022-04,영화동,1,80000
장안구청,국민신문고,2022-04,영화동,1,40000
장안구청,국민신문고,2022-04,영화동,4,320000
장안구청,국민신문고,2022-04,영화동,1,40000
장안구청,국민신문고,2022-04,영화동,2,80000
장안구청,국민신문고,2022-04,영화동,2,40000
장안구청,국민신문고,2022-04,영화동,1,40000
장안구청,국민신문고,2022-04,영화동,1,40000
장안구청,국민신문고,2022-04,영화동,2,160000
장안구청,국민신문고,2022-04,영화동,1,40000
장안구청,주행형,2022-04,영화동,19,960000
장안구청,주행형,2022-04,영화동,6,260000
장안구청,주행형,2022-04,영화동,1,120000
장안구청,주행형,2022-04,영화동,2,80000
장안구청,고정형,2022-04,영화동,7,240000
장안구청,주행형,2022-04,영화동,10,360000
장안구청,주행형,2022-04,영화동,1,40000
장안구청,주행형,2022-04,영화동,1,40000
장안구청,주행형,2022-04,영화동,1,40000
장안구청,주행형,2022-04,영화동,9,330000
장안구청,고정형,2022-04,영화동,128,4870000
장안구청,고정형,2022-04,영화동,12,480000
장안구청,주행형,2022-04,영화동,3,80000
장안구청,주행형,2022-04,영화동,3,130000
장안구청,주행형,2022-04,영화동,1,40000
장안구청,주행형,2022-04,영화동,10,360000
장안구청,주행형,2022-04,영화동,7,280000
장안구청,주행형,2022-04,영화동,4,120000
장안구청,주행형,2022-04,영화동,19,680000
장안구청,주행형,2022-04,영화동,1,40000
장안구청,주행형,2022-04,영화동,1,40000
장안구청,주행형,2022-04,영화동,9,370000
장안구청,주행형,2022-04,영화동,1,40000
장안구청,주행형,2022-04,영화동,5,200000
장안구청,주행형,2022-04,영화동,31,1180000
장안구청,주행형,2022-04,영화동,30,1080000
장안구청,주행형,2022-04,영화동,12,480000
장안구청,주행형,2022-04,영화동,1,40000
장안구청,주행형,2022-04,영화동,3,130000
장안구청,주행형,2022-04,영화동,19,720000
장안구청,고정형,2022-04,영화동,11,760000
장안구청,고정형,2022-04,영화동,2,40000
장안구청,보행,2022-04,율전동,2,40000
장안구청,고정형,2022-04,율전동,26,1000000
장안구청,고정형,2022-04,율전동,1,40000
장안구청,주행형,2022-04,율전동,2,80000
장안구청,주행형,2022-04,율전동,20,800000
장안구청,주행형,2022-04,율전동,3,120000
장안구청,주행형,2022-04,율전동,4,160000
장안구청,주행형,2022-04,율전동,1,40000
장안구청,주행형,2022-04,율전동,6,560000
장안구청,주행형,2022-04,율전동,2,80000
장안구청,고정형,2022-04,율전동,9,290000
장안구청,고정형,2022-04,율전동,9,200000
장안구청,주행형,2022-04,율전동,2,90000
장안구청,주행형,2022-04,율전동,1,40000
장안구청,주행형,2022-04,율전동,8,330000
장안구청,주행형,2022-04,율전동,21,1040000
장안구청,주행형,2022-04,율전동,2,80000
장안구청,주행형,2022-04,율전동,1,40000
장안구청,주행형,2022-04,율전동,5,210000
장안구청,주행형,2022-04,율전동,2,80000
장안구청,주행형,2022-04,율전동,8,280000
장안구청,주행형,2022-04,율전동,10,400000
장안구청,주행형,2022-04,율전동,4,120000
장안구청,주행형,2022-04,율전동,1,40000
장안구청,주행형,2022-04,율전동,14,1680000
장안구청,고정형,2022-04,율전동,35,1240000
장안구청,국민신문고,2022-04,율전동,1,40000
장안구청,국민신문고,2022-04,율전동,1,40000
장안구청,국민신문고,2022-04,율전동,2,80000
장안구청,국민신문고,2022-04,율전동,1,40000
장안구청,국민신문고,2022-04,율전동,1,40000
장안구청,국민신문고,2022-04,율전동,1,40000
장안구청,국민신문고,2022-04,율전동,2,80000
장안구청,국민신문고,2022-04,율전동,1,40000
장안구청,국민신문고,2022-04,율전동,1,120000
장안구청,국민신문고,2022-04,율전동,1,80000
장안구청,국민신문고,2022-04,율전동,3,160000
장안구청,국민신문고,2022-04,율전동,1,80000
장안구청,국민신문고,2022-04,율전동,5,200000
장안구청,국민신문고,2022-04,율전동,1,40000
장안구청,국민신문고,2022-04,율전동,1,40000
장안구청,국민신문고,2022-04,율전동,1,40000
장안구청,국민신문고,2022-04,율전동,1,40000
장안구청,국민신문고,2022-04,율전동,1,40000
장안구청,주행형,2022-04,율전동,3,130000
장안구청,주행형,2022-04,율전동,5,160000
장안구청,주행형,2022-04,율전동,1,50000
장안구청,주행형,2022-04,율전동,17,800000
장안구청,고정형,2022-04,율전동,82,2880000
장안구청,고정형,2022-04,율전동,18,690000
장안구청,주행형,2022-04,율전동,5,160000
장안구청,주행형,2022-04,율전동,32,1290000
장안구청,주행형,2022-04,율전동,1,40000
장안구청,주행형,2022-04,율전동,10,360000
장안구청,고정형,2022-04,율천동,100,4110000
장안구청,고정형,2022-04,율천동,13,1440000
장안구청,국민신문고,2022-04,이목동,1,40000
장안구청,국민신문고,2022-04,이목동,1,40000
장안구청,국민신문고,2022-04,이목동,1,40000
장안구청,국민신문고,2022-04,이목동,2,80000
장안구청,국민신문고,2022-04,이목동,1,40000
장안구청,국민신문고,2022-04,이목동,1,40000
장안구청,국민신문고,2022-04,이목동,2,90000
장안구청,주행형,2022-04,이목동,1,40000
장안구청,주행형,2022-04,이목동,5,200000
장안구청,주행형,2022-04,이목동,15,590000
장안구청,주행형,2022-04,이목동,3,120000
장안구청,주행형,2022-04,이목동,2,80000
장안구청,주행형,2022-04,이목동,5,210000
장안구청,주행형,2022-04,이목동,2,40000
장안구청,고정형,2022-04,정자1동,89,5410000
장안구청,고정형,2022-04,정자1동,19,730000
장안구청,고정형,2022-04,정자2동,3,120000
장안구청,고정형,2022-04,정자2동,10,400000
장안구청,고정형,2022-04,정자2동,9,370000
장안구청,고정형,2022-04,정자3동,81,2970000
장안구청,고정형,2022-04,정자3동,19,780000
장안구청,고정형,2022-04,정자3동,1,40000
장안구청,고정형,2022-04,정자3동,7,290000
장안구청,고정형,2022-04,정자3동,5,160000
장안구청,고정형,2022-04,정자3동,17,1990000
장안구청,고정형,2022-04,정자동,1,40000
장안구청,고정형,2022-04,정자동,14,1520000
장안구청,주행형,2022-04,정자동,5,200000
장안구청,주행형,2022-04,정자동,1,50000
장안구청,고정형,2022-04,정자동,10,840000
장안구청,주행형,2022-04,정자동,32,1350000
장안구청,고정형,2022-04,정자동,7,760000
장안구청,고정형,2022-04,정자동,1,40000
장안구청,주행형,2022-04,정자동,27,2260000
장안구청,주행형,2022-04,정자동,18,720000
장안구청,고정형,2022-04,정자동,58,2100000
장안구청,주행형,2022-04,정자동,2,80000
장안구청,주행형,2022-04,정자동,8,320000
장안구청,주행형,2022-04,정자동,2,80000
장안구청,주행형,2022-04,정자동,3,80000
장안구청,주행형,2022-04,정자동,12,450000
장안구청,주행형,2022-04,정자동,1,40000
장안구청,주행형,2022-04,정자동,13,520000
장안구청,고정형,2022-04,정자동,10,400000
장안구청,주행형,2022-04,정자동,22,880000
장안구청,주행형,2022-04,정자동,6,200000
장안구청,주행형,2022-04,정자동,1,40000
장안구청,주행형,2022-04,정자동,6,200000
장안구청,주행형,2022-04,정자동,39,3190000
장안구청,주행형,2022-04,정자동,12,480000
장안구청,주행형,2022-04,정자동,1,40000
장안구청,주행형,2022-04,정자동,14,560000
장안구청,주행형,2022-04,정자동,17,680000
장안구청,주행형,2022-04,정자동,1,40000
장안구청,국민신문고,2022-04,정자동,2,40000
장안구청,국민신문고,2022-04,정자동,1,40000
장안구청,국민신문고,2022-04,정자동,3,120000
장안구청,국민신문고,2022-04,정자동,1,40000
장안구청,국민신문고,2022-04,정자동,4,160000
장안구청,국민신문고,2022-04,정자동,2,80000
장안구청,국민신문고,2022-04,정자동,2,80000
장안구청,국민신문고,2022-04,정자동,3,120000
장안구청,국민신문고,2022-04,정자동,3,80000
장안구청,국민신문고,2022-04,정자동,1,80000
장안구청,국민신문고,2022-04,정자동,10,560000
장안구청,국민신문고,2022-04,정자동,3,160000
장안구청,국민신문고,2022-04,정자동,2,80000
장안구청,국민신문고,2022-04,정자동,1,40000
장안구청,국민신문고,2022-04,정자동,6,240000
장안구청,국민신문고,2022-04,정자동,2,40000
장안구청,국민신문고,2022-04,정자동,1,40000
장안구청,국민신문고,2022-04,정자동,2,120000
장안구청,국민신문고,2022-04,정자동,2,160000
장안구청,국민신문고,2022-04,정자동,1,40000
장안구청,국민신문고,2022-04,정자동,1,40000
장안구청,국민신문고,2022-04,정자동,1,40000
장안구청,국민신문고,2022-04,정자동,1,40000
장안구청,국민신문고,2022-04,정자동,1,40000
장안구청,국민신문고,2022-04,정자동,1,40000
장안구청,국민신문고,2022-04,정자동,1,40000
장안구청,국민신문고,2022-04,정자동,5,120000
장안구청,국민신문고,2022-04,정자동,3,240000
장안구청,국민신문고,2022-04,정자동,3,240000
장안구청,국민신문고,2022-04,정자동,2,40000
장안구청,국민신문고,2022-04,정자동,1,40000
장안구청,보행,2022-04,정자동,6,120000
장안구청,국민신문고,2022-04,정자동,5,120000
장안구청,국민신문고,2022-04,정자동,10,480000
장안구청,국민신문고,2022-04,정자동,1,40000
장안구청,국민신문고,2022-04,정자동,5,200000
장안구청,국민신문고,2022-04,정자동,4,160000
장안구청,국민신문고,2022-04,정자동,1,40000
장안구청,국민신문고,2022-04,정자동,1,40000
장안구청,국민신문고,2022-04,정자동,2,40000
장안구청,국민신문고,2022-04,정자동,17,760000
장안구청,국민신문고,2022-04,정자동,1,50000
장안구청,국민신문고,2022-04,정자동,1,80000
장안구청,국민신문고,2022-04,정자동,2,80000
장안구청,국민신문고,2022-04,정자동,3,80000
장안구청,국민신문고,2022-04,정자동,4,160000
장안구청,국민신문고,2022-04,정자동,3,200000
장안구청,국민신문고,2022-04,정자동,6,240000
장안구청,국민신문고,2022-04,정자동,1,40000
장안구청,국민신문고,2022-04,정자동,3,80000
장안구청,국민신문고,2022-04,정자동,1,40000
장안구청,국민신문고,2022-04,정자동,5,200000
장안구청,국민신문고,2022-04,정자동,1,120000
장안구청,주행형,2022-04,정자동,8,330000
장안구청,주행형,2022-04,정자동,8,370000
장안구청,주행형,2022-04,정자동,1,130000
장안구청,주행형,2022-04,정자동,3,120000
장안구청,주행형,2022-04,정자동,8,280000
장안구청,고정형,2022-04,정자동,53,1960000
장안구청,주행형,2022-04,정자동,5,200000
장안구청,고정형,2022-04,정자동,43,1770000
장안구청,주행형,2022-04,정자동,3,120000
장안구청,고정형,2022-04,정자동,2,240000
장안구청,고정형,2022-04,조원2동,9,370000
장안구청,보행,2022-04,조원동,3,90000
장안구청,보행,2022-04,조원동,1,40000
장안구청,보행,2022-04,조원동,3,120000
장안구청,주행형,2022-04,조원동,2,80000
장안구청,주행형,2022-04,조원동,2,80000
장안구청,주행형,2022-04,조원동,32,1230000
장안구청,주행형,2022-04,조원동,2,80000
장안구청,주행형,2022-04,조원동,22,970000
장안구청,주행형,2022-04,조원동,1,40000
장안구청,주행형,2022-04,조원동,23,910000
장안구청,주행형,2022-04,조원동,34,1310000
장안구청,주행형,2022-04,조원동,3,120000
장안구청,주행형,2022-04,조원동,19,680000
장안구청,주행형,2022-04,조원동,1,40000
장안구청,고정형,2022-04,조원동,6,240000
장안구청,주행형,2022-04,조원동,19,720000
장안구청,보행,2022-04,조원동,1,40000
장안구청,주행형,2022-04,조원동,1,40000
장안구청,주행형,2022-04,조원동,5,160000
장안구청,주행형,2022-04,조원동,16,570000
장안구청,주행형,2022-04,조원동,2,80000
장안구청,주행형,2022-04,조원동,1,40000
장안구청,주행형,2022-04,조원동,3,130000
장안구청,주행형,2022-04,조원동,5,280000
장안구청,주행형,2022-04,조원동,2,80000
장안구청,주행형,2022-04,조원동,20,810000
장안구청,주행형,2022-04,조원동,3,120000
장안구청,주행형,2022-04,조원동,2,80000
장안구청,고정형,2022-04,조원동,54,4640000
장안구청,주행형,2022-04,조원동,42,3430000
장안구청,고정형,2022-04,조원동,31,1230000
장안구청,주행형,2022-04,조원동,8,320000
장안구청,고정형,2022-04,조원동,63,5910000
장안구청,고정형,2022-04,조원동,68,2470000
장안구청,보행,2022-04,조원동,1,50000
장안구청,보행,2022-04,조원동,1,50000
장안구청,국민신문고,2022-04,조원동,1,40000
장안구청,국민신문고,2022-04,조원동,3,120000
장안구청,국민신문고,2022-04,조원동,1,40000
장안구청,국민신문고,2022-04,조원동,2,120000
장안구청,국민신문고,2022-04,조원동,1,80000
장안구청,국민신문고,2022-04,조원동,1,80000
장안구청,국민신문고,2022-04,조원동,1,80000
장안구청,국민신문고,2022-04,조원동,1,40000
장안구청,국민신문고,2022-04,조원동,1,50000
장안구청,국민신문고,2022-04,조원동,3,80000
장안구청,국민신문고,2022-04,조원동,1,40000
장안구청,국민신문고,2022-04,조원동,2,40000
장안구청,국민신문고,2022-04,조원동,3,130000
장안구청,국민신문고,2022-04,조원동,1,40000
장안구청,국민신문고,2022-04,조원동,1,80000
장안구청,국민신문고,2022-04,조원동,2,40000
장안구청,국민신문고,2022-04,조원동,2,40000
장안구청,국민신문고,2022-04,조원동,2,130000
장안구청,국민신문고,2022-04,조원동,1,40000
장안구청,국민신문고,2022-04,조원동,1,80000
장안구청,국민신문고,2022-04,조원동,1,80000
장안구청,국민신문고,2022-04,조원동,2,40000
장안구청,국민신문고,2022-04,조원동,1,120000
장안구청,국민신문고,2022-04,조원동,2,80000
장안구청,국민신문고,2022-04,조원동,1,40000
장안구청,국민신문고,2022-04,조원동,3,200000
장안구청,국민신문고,2022-04,조원동,2,100000
장안구청,국민신문고,2022-04,조원동,1,40000
장안구청,국민신문고,2022-04,조원동,3,160000
장안구청,국민신문고,2022-04,조원동,1,40000
장안구청,국민신문고,2022-04,조원동,5,250000
장안구청,국민신문고,2022-04,조원동,1,40000
장안구청,국민신문고,2022-04,조원동,1,80000
장안구청,국민신문고,2022-04,조원동,1,40000
장안구청,국민신문고,2022-04,조원동,2,80000
장안구청,국민신문고,2022-04,조원동,2,80000
장안구청,국민신문고,2022-04,조원동,1,40000
장안구청,국민신문고,2022-04,조원동,17,880000
장안구청,국민신문고,2022-04,조원동,1,40000
장안구청,국민신문고,2022-04,조원동,1,90000
장안구청,국민신문고,2022-04,조원동,2,170000
장안구청,국민신문고,2022-04,조원동,2,160000
장안구청,국민신문고,2022-04,조원동,3,80000
장안구청,국민신문고,2022-04,조원동,7,240000
장안구청,국민신문고,2022-04,조원동,1,80000
장안구청,국민신문고,2022-04,조원동,12,740000
장안구청,국민신문고,2022-04,조원동,1,40000
장안구청,국민신문고,2022-04,조원동,2,80000
장안구청,주행형,2022-04,조원동,41,1570000
장안구청,주행형,2022-04,조원동,3,200000
장안구청,주행형,2022-04,조원동,1,40000
장안구청,주행형,2022-04,조원동,10,400000
장안구청,주행형,2022-04,조원동,4,160000
장안구청,주행형,2022-04,조원동,76,2850000
장안구청,주행형,2022-04,천천동,4,170000
장안구청,주행형,2022-04,천천동,16,640000
장안구청,주행형,2022-04,천천동,14,520000
장안구청,고정형,2022-04,천천동,147,5430000
장안구청,고정형,2022-04,천천동,16,610000
장안구청,주행형,2022-04,천천동,3,140000
장안구청,주행형,2022-04,천천동,1,40000
장안구청,주행형,2022-04,천천동,3,120000
장안구청,주행형,2022-04,천천동,6,210000
장안구청,주행형,2022-04,천천동,36,1330000
장안구청,주행형,2022-04,천천동,1,40000
장안구청,고정형,2022-04,천천동,1,120000
장안구청,국민신문고,2022-04,천천동,1,40000
장안구청,국민신문고,2022-04,천천동,1,40000
장안구청,국민신문고,2022-04,천천동,6,280000
장안구청,국민신문고,2022-04,천천동,11,480000
장안구청,국민신문고,2022-04,천천동,2,80000
장안구청,국민신문고,2022-04,천천동,2,80000
장안구청,국민신문고,2022-04,천천동,2,80000
장안구청,국민신문고,2022-04,천천동,1,40000
장안구청,국민신문고,2022-04,천천동,2,80000
장안구청,국민신문고,2022-04,천천동,3,120000
장안구청,국민신문고,2022-04,천천동,11,400000
장안구청,국민신문고,2022-04,천천동,1,50000
장안구청,국민신문고,2022-04,천천동,3,130000
장안구청,국민신문고,2022-04,천천동,1,40000
장안구청,국민신문고,2022-04,천천동,1,40000
장안구청,국민신문고,2022-04,천천동,3,80000
장안구청,국민신문고,2022-04,천천동,2,80000
장안구청,국민신문고,2022-04,천천동,5,200000
장안구청,국민신문고,2022-04,천천동,19,680000
장안구청,국민신문고,2022-04,천천동,12,480000
장안구청,국민신문고,2022-04,천천동,50,1960000
장안구청,국민신문고,2022-04,천천동,9,360000
장안구청,국민신문고,2022-04,천천동,1,40000
장안구청,국민신문고,2022-04,천천동,1,40000
장안구청,국민신문고,2022-04,천천동,1,40000
장안구청,주행형,2022-04,천천동,5,210000
장안구청,주행형,2022-04,천천동,11,490000
장안구청,주행형,2022-04,천천동,3,120000
장안구청,주행형,2022-04,천천동,3,120000
장안구청,주행형,2022-04,천천동,1,40000
장안구청,주행형,2022-04,천천동,3,120000
장안구청,주행형,2022-04,파장동,9,340000
장안구청,주행형,2022-04,파장동,8,240000
장안구청,주행형,2022-04,파장동,35,2760000
장안구청,주행형,2022-04,파장동,11,1320000
장안구청,주행형,2022-04,파장동,28,1090000
장안구청,고정형,2022-04,파장동,5,210000
장안구청,주행형,2022-04,파장동,30,1060000
장안구청,고정형,2022-04,파장동,34,3700000
장안구청,주행형,2022-04,파장동,1,40000
장안구청,국민신문고,2022-04,파장동,1,80000
장안구청,국민신문고,2022-04,파장동,1,40000
장안구청,국민신문고,2022-04,파장동,2,160000
장안구청,국민신문고,2022-04,파장동,1,80000
장안구청,국민신문고,2022-04,파장동,1,40000
장안구청,국민신문고,2022-04,파장동,1,40000
장안구청,국민신문고,2022-04,파장동,1,80000
장안구청,국민신문고,2022-04,파장동,1,40000
장안구청,국민신문고,2022-04,파장동,1,40000
장안구청,국민신문고,2022-04,파장동,1,80000
장안구청,국민신문고,2022-04,파장동,1,40000
장안구청,국민신문고,2022-04,파장동,1,40000
